agent_id,first_seen_joined_at,team_mode,vendor_mode,status_mode,raw_row_count,distinct_employee_codes,distinct_names
AGT0000835,2024-01-31 23:27:09,DIGITAL,VND0000008,SUSPENDED,35,34,10
AGT0000266,2024-01-03 22:49:05,DIGITAL,VND0000008,INACTIVE,37,36,10
AGT0000582,2024-01-03 11:25:08,T2,VND0000006,INACTIVE,31,30,9
AGT0000165,2024-01-01 01:46:14,T2,VND0000015,INACTIVE,30,30,10
AGT0000253,2024-03-03 11:07:16,FIELD,VND0000004,SUSPENDED,30,29,10
AGT0000712,2024-01-04 05:15:19,T2,VND0000012,INACTIVE,26,26,8
AGT0000199,2024-01-07 09:31:17,DIGITAL,VND0000003,ACTIVE,25,24,10
AGT0000725,2024-01-11 22:39:50,T1,VND0000012,ACTIVE,20,19,8
AGT0000756,2024-01-24 13:59:18,T3,VND0000008,INACTIVE,33,33,10
AGT0000672,2024-02-17 01:27:45,T3,VND0000012,SUSPENDED,21,21,9
AGT0000040,2024-02-13 19:04:47,T2,VND0000008,SUSPENDED,23,22,9
AGT0000530,2024-04-09 23:09:20,DIGITAL,VND0000005,ACTIVE,36,35,10
AGT0000948,2024-05-29 10:17:53,T2,VND0000013,ACTIVE,33,33,10
AGT0000385,2024-01-05 11:44:15,FIELD,VND0000007,INACTIVE,33,33,10
AGT0000830,2024-02-01 17:13:42,DIGITAL,VND0000014,SUSPENDED,28,27,9
AGT0000608,2024-01-09 04:38:01,FIELD,VND0000002,ACTIVE,29,29,10
AGT0000288,2024-01-06 13:47:25,T1,VND0000006,INACTIVE,24,24,9
AGT0000256,2024-02-01 03:39:18,FIELD,VND0000007,SUSPENDED,25,25,9
AGT0000549,2024-01-02 03:20:42,T2,VND0000007,ACTIVE,25,24,9
AGT0000231,2024-01-12 03:40:19,DIGITAL,VND0000002,SUSPENDED,23,23,8
AGT0000152,2024-01-12 14:49:12,T3,VND0000007,INACTIVE,35,35,10
AGT0000819,2024-01-20 11:57:59,T2,VND0000012,ACTIVE,21,21,9
AGT0000585,2024-03-10 10:13:45,FIELD,VND0000006,SUSPENDED,29,27,9
AGT0000940,2024-04-01 14:15:53,T3,VND0000002,ACTIVE,26,26,9
AGT0000511,2024-06-28 05:07:29,T3,VND0000009,INACTIVE,28,28,9
AGT0000141,2024-02-18 00:02:49,T2,VND0000004,SUSPENDED,25,25,10
AGT0000702,2024-02-02 08:53:52,DIGITAL,VND0000004,SUSPENDED,24,24,8
AGT0000718,2024-01-07 02:38:06,T3,VND0000008,ACTIVE,26,26,10
AGT0000021,2024-03-19 08:29:38,T3,VND0000003,ACTIVE,21,21,8
AGT0000614,2024-01-04 19:18:13,T1,VND0000014,INACTIVE,32,32,10
AGT0000990,2024-05-10 20:20:04,T1,VND0000012,SUSPENDED,26,26,9
AGT0000096,2024-01-10 00:55:00,T3,VND0000008,SUSPENDED,15,15,7
AGT0000106,2024-02-04 19:11:51,T2,VND0000007,SUSPENDED,26,24,9
AGT0000052,2024-01-03 18:43:22,FIELD,VND0000003,SUSPENDED,31,30,10
AGT0000506,2024-01-11 21:35:20,DIGITAL,VND0000007,INACTIVE,20,19,9
AGT0000770,2024-01-16 22:01:15,T1,VND0000009,INACTIVE,28,27,10
AGT0000923,2024-01-19 08:30:28,T2,VND0000015,ACTIVE,24,24,10
AGT0000596,2024-02-19 04:21:26,DIGITAL,VND0000014,INACTIVE,27,27,10
AGT0000567,2024-02-24 13:13:28,T3,VND0000011,INACTIVE,24,24,8
AGT0000815,2024-01-03 17:27:37,T3,VND0000005,ACTIVE,18,17,9
AGT0000757,2024-01-28 19:18:12,T3,VND0000002,SUSPENDED,22,22,9
